ld,paper,origin_chamber,snum,title,committee,final_disposition,governor_action,chaptered_law,chapter,became_law,last_house_action,last_senate_action,sponsor_count,action_count,roll_call_count,amendment_count,ps_url,lawmaker_summary_url
1621,HP1075,House,132,An Act to Allow Municipalities to Use Tax Increment Financing Revenues to Support Lake Restoration and Protection Activities,Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on TAXATION pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/20/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),7,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1075,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1075&SessionID=16
1622,HP1076,House,132,An Act to Exempt Certain Income from State Income Tax,Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, May 28, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on TAXATION pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/28/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1076,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1076&SessionID=16
1623,HP1077,House,132,An Act to Amend Certain Fish and Wildlife Laws Related to Landowner Representation Regarding Abandoned Property,Inland Fisheries and Wildlife,"Enacted, Jun 11, 2025","Signed, Jun 11, 2025","ACTPUB, Chapter 267",267,True,6/4/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/5/2025 - PASSED TO BE ENACTED , in concurrence.",6,5,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1077,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1077&SessionID=16
1624,HP1078,House,132,An Act to Provide Funding for Summer School Programming,Education and Cultural Affairs,"Died On Adjournment, Apr 29, 2026",,,,False,6/4/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),10,7,1,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1078,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1078&SessionID=16
1625,HP1079,House,132,An Act Regarding the Preservation of Working Waterfronts,Marine Resources,"Ought Not to Pass Pursuant To Joint Rule 310, May 13, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on MARINE RESOURCES pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/13/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),4,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1079,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1079&SessionID=16
1626,HP1080,House,132,An Act to Improve Professional Development for Educational Technicians and School Support Staff,Education and Cultural Affairs,"Died On Adjournment, Apr 29, 2026",,,,False,6/4/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),7,8,1,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1080,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1080&SessionID=16
1627,HP1081,House,132,"An Act Regarding Workforce Development, Education Reform and Talent Retention",Education and Cultural Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on EDUCATION AND CULTURAL AFFAIRS pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/20/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),7,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1081,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1081&SessionID=16
1628,HP1082,House,132,An Act to Allow Municipalities to Regulate Exterior Lights,State and Local Government,"Ought Not to Pass Pursuant To Joint Rule 310, May 29, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on STATE AND LOCAL GOVERNMENT pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/29/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),9,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1082,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1082&SessionID=16
1629,HP1083,House,132,An Act to Require Legislative Committees to Provide Equal Time to Each Member of the Public Who Testifies,State and Local Government,"Accepted Majority (ONTP) Report, Jun 5, 2025",,,,False,"6/5/2025 - Reports READ . On motion of Representative SALISBURY of Westbrook, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 349 (Yeas 72 - Nays 69 - Absent 8 - Excused 2) Sent for concurrence. ORDERED SENT FORTHWITH.",6/5/2025 - Reports Read On motion by Senator BALDACCI of Penobscot the Majority Ought Not to Pass Report ACCEPTED in concurrence. Placed in Legislative Files (DEAD),6,3,1,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1083,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1083&SessionID=16
1630,HP1084,House,132,An Act to Amend the Open Space Tax Law,Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on TAXATION pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/20/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),7,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1084,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1084&SessionID=16
1631,HP1085,House,132,"Resolve, to Implement the Recommendations of the Stakeholder Group to Address Child Stay Times in Hospital Emergency Departments",Health and Human Services,"Ought Not to Pass Pursuant To Joint Rule 310, May 14, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Resolve was REFERRED to the Committee on HEALTH AND HUMAN SERVICES pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/14/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),10,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1085,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1085&SessionID=16
1632,HP1086,House,132,An Act to Provide Incentives and Amend Laws Regarding Access to Protect Rural Highway Capacity and Promote Long-term Economic Development,Transportation,"Ought Not to Pass Pursuant To Joint Rule 310, May 22, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on TRANSPORTATION pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/22/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),7,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1086,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1086&SessionID=16
1633,HP1087,House,132,An Act to Promote the Recycling and Reuse of Construction Materials,Environment and Natural Resources,"Ought Not to Pass Pursuant To Joint Rule 310, May 13, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on ENVIRONMENT AND NATURAL RESOURCES pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/13/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),7,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1087,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1087&SessionID=16
1634,HP1088,House,132,An Act Regarding MaineCare Waiting Lists,Health and Human Services,"Ought Not to Pass Pursuant To Joint Rule 310, May 13, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on HEALTH AND HUMAN SERVICES pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/13/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),5,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1088,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1088&SessionID=16
1635,HP1089,House,132,An Act to Streamline Municipal Referenda Recount Initiation,State and Local Government,"Enacted, Jun 11, 2025","Signed, Jun 11, 2025","ACTPUB, Chapter 268",268,True,6/4/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/5/2025 - PASSED TO BE ENACTED , in concurrence.",8,5,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1089,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1089&SessionID=16
1636,SP0644,Senate,132,"Resolve, to Study Changing the Start of the State Fiscal Year to October 1st",Appropriations and Financial Affairs,"Accepted Majority (ONTP) Report, Feb 3, 2026",,,,False,"2/3/2026 - Reports READ . On motion of Representative GATTINE of Westbrook, the Majority Ought Not to Pass Report was ACCEPTED . In concurrence. ORDERED SENT FORTHWITH. Placed in the Legislative Files. ( DEAD )",1/27/2026 - Report READ. On motion by Senator ROTUNDO of Androscoggin The Majority Ought Not To Pass report ACCEPTED. PREVAILED Roll Call Number 693 Yeas 21 - Nays 11 - Excused 3 - Absent 0 Sent down for concurrence,5,4,1,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0644,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0644&SessionID=16
1637,SP0645,Senate,132,An Act to Reform the Midcoast Regional Redevelopment Authority,Housing and Economic Development,"Enacted, Jun 22, 2025","Unsigned, Jun 22, 2025","ACTPUB, Chapter 412",412,True,6/9/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/10/2025 - PASSED TO BE ENACTED , in concurrence.",5,5,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0645,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0645&SessionID=16
1638,SP0646,Senate,132,An Act Regarding Disability Retirement Benefits Under the Maine Public Employees Retirement System,Labor,"Enacted, Jun 11, 2025","Signed, Jun 11, 2025","ACTPUB, Chapter 270",270,True,6/9/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/9/2025 - PASSED TO BE ENACTED , in concurrence.",9,5,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0646,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0646&SessionID=16
1639,SP0647,Senate,132,"Resolve, Directing the Department of Education to Conduct a Statewide Survey Related to Instructional Time in Public Schools",Education and Cultural Affairs,"Died On Adjournment, Apr 29, 2026",,,,False,6/9/2025 - FINALLY PASSED . Sent for concurrence. ORDERED SENT FORTHWITH.,4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),1,7,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0647,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0647&SessionID=16
1640,SP0648,Senate,132,An Act to Implement the Recommendations of the Gagetown Harmful Chemical Study Commission and to Reestablish the Gagetown Harmful Chemical Study Commission,Veterans and Legal Affairs,"Enacted, Apr 16, 2026","Signed, Apr 16, 2026","ACTPUB, Chapter 763",763,True,4/13/2026 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"4/14/2026 - On motion by Senator DUSON of Cumberland taken from the Special Study Table Subsequently, PASSED TO BE ENACTED , in concurrence.",10,11,0,2,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0648,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0648&SessionID=16
1641,SP0649,Senate,132,An Act to Allow Municipalities to Implement a Local Option Sales Tax,Taxation,"Leave to Withdraw, May 13, 2025",,,,False,None,5/13/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0649,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0649&SessionID=16
1642,SP0650,Senate,132,An Act to Protect Maine Consumers by Simplifying Subscription and Health Club Membership Cancellations,Housing and Economic Development,"Enacted, Jun 20, 2025","Signed, Jun 20, 2025","ACTPUB, Chapter 376",376,True,6/16/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/16/2025 - PASSED TO BE ENACTED , in concurrence.",1,8,0,2,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0650,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0650&SessionID=16
1643,SP0651,Senate,132,An Act to Establish the Maine Life Sciences Innovation Center,Housing and Economic Development,"Enacted, Apr 6, 2026","Signed, Apr 6, 2026","ACTPUB, Chapter 643",643,True,3/30/2026 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"4/2/2026 - PASSED TO BE ENACTED , in concurrence.",10,19,1,5,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0651,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0651&SessionID=16
1644,SP0652,Senate,132,An Act to Require Train Axle Bearing Sensors to Be Installed on Passenger Rail Lines,Transportation,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",,,,False,None,5/20/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),6,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0652,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0652&SessionID=16
1645,SP0653,Senate,132,An Act to Improve Legislative Access to Public Information,Judiciary,"Ought Not to Pass Pursuant To Joint Rule 310, May 28, 2025",,,,False,None,5/28/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),3,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0653,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0653&SessionID=16
1646,SP0643,Senate,132,An Act to Amend Maine's Good Samaritan Laws Regarding Suspected Drug-related Overdoses,Criminal Justice and Public Safety,"Accepted Majority (ONTP) Report, Mar 19, 2026",,,,False,"3/19/2026 - Reports READ . On motion of Representative HASENFUS of Readfield, the Majority Ought Not to Pass Report was ACCEPTED . In concurrence. ORDERED SENT FORTHWITH. Placed in the Legislative Files. ( DEAD )",3/18/2026 - Taken from the table by the President On motion by Senator CURRY of Waldo The Majority OUGHT NOT TO PASS Report ACCEPTED. Sent down for concurrence.,10,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0643,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0643&SessionID=16
1647,SP0655,Senate,132,An Act to Amend the Maine Human Rights Act to Provide Additional Remedies for Educational Discrimination,Judiciary,"Died On Adjournment, Apr 29, 2026",,,,False,4/13/2026 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),10,8,2,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0655,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0655&SessionID=16
1648,SP0656,Senate,132,"Resolve, to Honor Margaret Chase Smith and Joshua Chamberlain in the National Statuary Hall Collection",Education and Cultural Affairs,"Finally Passed, Jun 12, 2025","Signed, Jun 12, 2025","RESLV, Chapter 71",71,True,6/9/2025 - FINALLY PASSED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/9/2025 - FINALLY PASSED , in concurrence.",4,10,0,2,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0656,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0656&SessionID=16
1649,SP0657,Senate,132,"Resolve, to Establish the Commission to Study and Recommend Solutions for Modernizing and Improving the Effectiveness of the Legislature",State and Local Government,"Died On Adjournment, Apr 29, 2026",,,,False,6/16/2025 - FINALLY PASSED . Sent for concurrence. ORDERED SENT FORTHWITH.,4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),8,8,1,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0657,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0657&SessionID=16
